category,website,name,phone,address,email
Gymnastics,,"
									6.
								,Debbie Howard's Gymnastics,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","655 North Somerset Terrace,Olathe, 66062",
"Cheerleading,Gymnastics,Dance",,"
									7.
								,Diamond Gymnastics and Dance Academy Inc.,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","7270 West 161st St.,Overland Park, 66085",
Gymnastics,,"
									8.
								,Eagles Gymnastics,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","209 West 135th Street,Kansas City, MO, 64145",
Gymnastics,,"
									9.
								,EDGE Gymnastics - Liberty,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","2104 Kara Court,Liberty, 64068",
"Cheerleading,Gymnastics",,"
									10.
								,EDGE Gymnastics - Riverside,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","5050 NW GATEWAY AVE.,Riverside, 64150",
Wrestling,,"
									1.
								,Olathe East Youth Wrestling,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]","13225 S. Brougham Dr.,Olathe",
Wrestling,,"
									2.
								,Olathe Northwest Kids Wrestling,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]",Olathe,
Wrestling,,"
									3.
								,Olathe Southside Falcons,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]","1327 S. Stagecoach Drive,Olathe, 66062",
Wrestling,,"
									4.
								,Olathe Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]",Olathe,
Wrestling,,"
									5.
								,Park Hill Kids Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]","4305 NE 103rd Court,Kansas City, 64156",
Wrestling,,"
									6.
								,Platte County Youth Wrestling ,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]","2900 Rolling Hills Drive,Platte City, 64079",
Wrestling,,"
									7.
								,Pleasant Hill Youth Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]","PO Box 442,Pleasant Hill, 64080",
Wrestling,,"
									8.
								,Quest Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]","2800 NE Shoal Creek Pkwy,Kansas City, 64156",
Wrestling,,"
									9.
								,Raider Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]",Shawnee Mission,
Wrestling,,"
									10.
								,Raytown Kids Wrestling ,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 764 6573'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 488 6345'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 226 8901'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 835 7034'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 863-7002'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 858-3666'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 540-4322'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 894 1343'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 503-9408'>]","9224 E. 61st Street,Raytown, 64133",
Girls Volleyball,,"
									1.
								,Lawrence Storm,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","5242 Eisenhower Place,Lawrence, 66049",
Girls Volleyball,,"
									2.
								,MAVS Boys,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","5007 W 51st St,Roeland Park, 66205",
Girls Volleyball,,"
									3.
								,Missouri MAVS,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","9710 Catalina,Overland Park, 66207",
Girls Volleyball,,"
									4.
								,Missouri Valley VBC,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","7011 S E STATE RTE 371,St. Joseph, 64504",
Girls Volleyball,,"
									5.
								,Mizuno Blazers,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","31119 W. 169th Terr.,Gardner, 66030",
Girls Volleyball,,"
									6.
								,Mustang Volleyball Club,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","8101 Summit,Kansas City, 64114",
Girls Volleyball,,"
									7.
								,Nitros VBC,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","2301 S Powahatan Ct,Independence, 64057",
Girls Volleyball,,"
									8.
								,North Stars Volleyball Clu,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","8673 NE 110th Terr,Kansas City, 64157",
Girls Volleyball,,"
									9.
								,Northeast Elite,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","1724 Evergreen,Leavenworth, 66048",
Girls Volleyball,,"
									10.
								,NorthSide Attack,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-766-6473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-509-4287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-486-3139'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-244-9112'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-856-5727'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-809-2710'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-916-0192'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-415-4632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-290-0447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-734-7055'>]","607 Ne 97th Ter,Kansas City, 64155-2076",
"Basketball,Soccer",,"
									1.
								,Upwards Sports - St. Luke Evangelical Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-845-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]","700 W Highway 224,Wellington, 64097",
Basketball,,"
									2.
								,Upwards Sports - Tonganoxie Christian Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-845-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]","204 Washington Street,Tonganoxie, 66086",
"Basketball,Cheerleading",,"
									3.
								,Upwards Sports - Valley View United Methodist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-845-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]","8412 W. 95th Street,Overland Park, 66212",
"Basketball,Cheerleading,Soccer",,"
									4.
								,Upwards Sports - Wanamaker Woods Church of the Nazarene,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-845-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]","3501 SW Wanamaker Road,Topeka, 66614",
"Basketball,Cheerleading,Soccer",,"
									5.
								,Upwards Sports - Western Hills Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-845-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]","2900 S W Auburn Road,Topeka, 66614",
"Baseball,Basketball,Flag Football,Soccer",,"
									6.
								,YMCA of Greater Kansas City,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-845-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]","3100 Broadway, Suite 1020,Kansas City, MO, 64111",
Basketball,,Basketball,"[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-845-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]",,
